Assembly Constituency Code,Assembly Constituency ECI Code,Assembly Constituency Name,Block Code,Block Name,District Census 2011 Code,District Code,District Name,Localbody Code,Localbody Name,Parliament Constituency code,Parliament Constituency ECI Code,Parliament Constituency Name,State Name,Subdistrict Census 2011 Code,Subdistrict Code,Subdistrict Name,Village Census 2011 Code,Village Code,Village Name
3652,114,Tirthahalli,5899,HOSANAGARA,568,547,SHIVAMOGGA,219887,KARIMANE,476,21,Shivamogga,KARNATAKA,05518,5518,Hosanagara,608030,608030,Kilandur,
3594,127,Kadur,5803,KADUR,570,532,CHIKKAMAGALURU,216865,KERESANTHE,469,19,Hassan,KARNATAKA,05529,5529,Kadur,609376,609376,Lingalapura,
3537,139,Gauribidanur,5868,GAURIBIDANUR,582,630,CHIKKABALLAPURA,218889,G. KOTHUR,462,9,Chikkballapur,KARNATAKA,05595,5595,Gauribidanur,000000,925658,CHINNAPPAREDDYHALLY,
3647,117,Sagar,5900,SAGAR,568,547,SHIVAMOGGA,219905,ARALAGODU,476,21,Shivamogga,KARNATAKA,05515,5515,Sagar,607151,607151,Banumane,
3666,123,Sringeri,5806,NARASIMHARAJAPURA,570,532,CHIKKAMAGALURU,216947,BANNUR,478,18,Udupi Chikkamagaluru,KARNATAKA,05527,5527,Narasimharajapura,609098,609098,Karehadlu,
3524,33,Sindgi,5797,SINDAGI,557,530,VIJAYAPURA,216643,GOLAGERI,460,28,Vijayapura,KARNATAKA,05451,5451,Sindgi,599385,599385,Dambal,
3506,96,Kudligi,5785,KUDLIGI,565,528,BALLARI,216216,BADELADAKU,458,5,Ballari,KARNATAKA,05502,5502,Kudligi,000000,924312,ECHALABOMMANAHALLI,
3530,214,Nanjangud,5890,NANJANGUD,577,545,MYSURU,219598,NALLETHALAPURA,461,15,Chamarajanagar,KARNATAKA,05574,5574,Nanjangud,619138,619138,Rajur,
3661,125,Chikkamagaluru,5802,CHIKKAMAGALURU,570,532,CHIKKAMAGALURU,216796,BELAVADI,478,18,Udupi Chikkamagaluru,KARNATAKA,05530,5530,Chikkamagaluru,609810,609810,Govindapura,
3512,51,Bhalki,5790,BHALKI,558,529,BIDAR,216401,WANJERKHED,459,1,Bidar,KARNATAKA,05455,5455,Bhalki,599847,599847,Jamkhandi,
3654,135,Gubbi,5906,GUBBI,571,548,TUMAKURU,220140,IRAKASANDRA,477,8,Tumakuru,KARNATAKA,05538,5538,Gubbi,611713,611713,Irakasandra,
3609,149,Malur,5871,MALUR,581,542,KOLAR,218974,KAVALA GIRIYANA HALLI (K.G. HALLI),471,10,Kolar,KARNATAKA,05592,5592,Malur,622383,622383,Halepalya,
3659,133,Tumakuru Rural,5913,TUMAKURU,571,548,TUMAKURU,220385,SIRAVARA,477,8,Tumakuru,KARNATAKA,05537,5537,Tumakuru,611479,611479,Govindarajapura,
3554,97,Molakalmuru,5809,CHALLAKERE,566,533,CHITRADURGA,217031,MALLURAHALLI,464,7,Chitradurga,KARNATAKA,05504,5504,Challakere,605239,605239,Rekhalagere,
3623,187,Maddur,5880,MADDUR,573,544,MANDYA,219271,NIDAGHATTA,473,14,Mandya,KARNATAKA,05551,5551,Maddur,614567,614567,Madapuradadoddi,
3565,109,Channagiri,5820,CHANNAGIRI,567,535,DAVANGERE,217422,ITTIGI,466,6,Davanagere,KARNATAKA,05514,5514,Channagiri,607017,607017,Anapura,
3522,26,Muddebihal,5796,MUDDEBIHAL,557,530,VIJAYAPURA,216601,BAVUR,460,28,Vijayapura,KARNATAKA,05453,5453,Muddebihal,599596,599596,Handral,
3645,112,Bhadravati,5898,BHADRAVATI,568,547,SHIVAMOGGA,219856,KAMBADALU HOSURU,476,21,Shivamogga,KARNATAKA,05521,5521,Bhadravati,608646,608646,Kambadala Hosuru,
3513,50,Bidar,5791,BIDAR,558,529,BIDAR,216422,MALEGAON,459,1,Bidar,KARNATAKA,05457,5457,Bidar,600165,600165,Kaplapur (J),
3517,29,Babaleshwar,5794,VIJAYAPURA,557,530,VIJAYAPURA,216525,HONAGANHALLI,460,28,Vijayapura,KARNATAKA,05449,5449,Vijayapura,599115,599115,Honaganahalli,
3581,34,Afzalpur,5840,KALABURAGI,579,538,KALABURAGI,218008,KHANADAL,468,2,Kalaburagi,KARNATAKA,05582,5582,Kalaburagi,620302,620302,Itga Khandal,
3592,196,Hassan,5851,HASSAN,574,539,HASSAN,218406,YALAGUNDA,469,19,Hassan,KARNATAKA,05556,5556,Hassan,615904,615904,Chowdenahalli,
3656,138,Madhugiri,5909,MADHUGIRI,571,548,TUMAKURU,220252,SAJJEHOSSAHALLI,477,8,Tumakuru,KARNATAKA,05535,5535,Madhugiri,610724,610724,Kittagali,
3591,195,Belur,5849,BELUR,574,539,HASSAN,218323,THOLALU,469,19,Hassan,KARNATAKA,05554,5554,Belur,615127,615127,Navilahalli,
3605,147,Bangarapet,5865,BANGARAPET,581,542,KOLAR,218809,KETAGANAHALLI,471,10,Kolar,KARNATAKA,05593,5593,Bangarapet,622603,622603,Boyisonnenahalli,
3654,135,Gubbi,5906,GUBBI,571,548,TUMAKURU,220140,IRAKASANDRA,477,8,Tumakuru,KARNATAKA,05538,5538,Gubbi,611697,611697,Katanahalli,
3626,188,Melukote,5882,MANDYA,573,544,MANDYA,219342,HULLENAHALLI,473,14,Mandya,KARNATAKA,05550,5550,Mandya,614434,614434,Jayapura,
3659,133,Tumakuru Rural,5913,TUMAKURU,571,548,TUMAKURU,220382,NIDAVALLALU,477,8,Tumakuru,KARNATAKA,05537,5537,Tumakuru,611545,611545,Thondagere Kaval,
3610,145,Mulbagal,5872,MULBAGAL,581,542,KOLAR,218993,BALLA,471,10,Kolar,KARNATAKA,05594,5594,Mulbagal,622930,622930,Mallakachanahalli,
3661,125,Chikkamagaluru,5802,CHIKKAMAGALURU,570,532,CHIKKAMAGALURU,216826,MOOGTHIHALLI,478,18,Udupi Chikkamagaluru,KARNATAKA,05530,5530,Chikkamagaluru,609864,609864,Kadrimidri,
3644,38,Yadgir,5843,SHAHAPUR,580,635,YADGIR,218117,ULLE SUGOOR,475,3,Raichur,KARNATAKA,05588,5588,Shahpur,621156,621156,Malhalli,
3612,144,Srinivaspur,5874,SRINIVASPUR,581,542,KOLAR,219046,ARIKUNTE,471,10,Kolar,KARNATAKA,05590,5590,Srinivaspur,621587,621587,Inimakalapalli,
3667,126,Tarikere,5808,TARIKERE,570,532,CHIKKAMAGALURU,216974,BELENAHALLI,478,18,Udupi Chikkamagaluru,KARNATAKA,05528,5528,Tarikere,609145,609145,A.Rangapura,
3592,196,Hassan,5851,HASSAN,574,539,HASSAN,218370,B.KATIHALLI,469,19,Hassan,KARNATAKA,05556,5556,Hassan,616068,616068,Lakshmisagara,
3665,124,Mudigere,5802,CHIKKAMAGALURU,570,532,CHIKKAMAGALURU,216834,VASTHARE,478,18,Udupi Chikkamagaluru,KARNATAKA,05530,5530,Chikkamagaluru,609829,609829,Vasthare,
3647,117,Sagar,5900,SAGAR,568,547,SHIVAMOGGA,219905,ARALAGODU,476,21,Shivamogga,KARNATAKA,05515,5515,Sagar,607143,607143,Mandavalli,
3647,117,Sagar,5900,SAGAR,568,547,SHIVAMOGGA,219911,CHANNAGONDA,476,21,Shivamogga,KARNATAKA,05515,5515,Sagar,607343,607343,Channagonda,
3581,34,Afzalpur,5836,AFZALPUR,579,538,KALABURAGI,217873,DEVALAGANGAPUR,468,2,Kalaburagi,KARNATAKA,05581,5581,Afzalpur,620162,620162,D.Ghangapur,
3644,38,Yadgir,5845,YADGIR,580,635,YADGIR,218197,VARKANALLI,475,3,Raichur,KARNATAKA,05589,5589,Yadgir,621309,621309,Mustur,
3590,194,Arsikere,5848,ARSIKERE,574,539,HASSAN,218267,KALLUGUNDI,469,19,Hassan,KARNATAKA,05555,5555,Arsikere,615607,615607,Giri Bommanahalli,
3606,143,Chintamani,5867,CHINTAMANI,582,630,CHIKKABALLAPURA,218877,UPPARAPET,471,10,Kolar,KARNATAKA,05600,5600,Chintamani,624565,624565,Gubalahalli,
3608,146,Kolar gold field,7363,K G F,581,542,KOLAR,218818,SRINIVASA SANDRA,471,10,Kolar,KARNATAKA,00000,7002,K G F,622839,622839,Srinivasasandra,
3647,117,Sagar,5900,SAGAR,568,547,SHIVAMOGGA,219928,SANNASHANUBHOG,476,21,Shivamogga,KARNATAKA,05515,5515,Sagar,607362,607362,Shankanna Shanubhog,
3665,124,Mudigere,5805,MUDIGERE,570,532,CHIKKAMAGALURU,216942,TRIPURA,478,18,Udupi Chikkamagaluru,KARNATAKA,05531,5531,Mudigere,609947,609947,Mularahalli,
3607,148,Kolar,5870,KOLAR,581,542,KOLAR,218927,BEGLIHOSAHALLI,471,10,Kolar,KARNATAKA,05591,5591,Kolar,621874,621874,Koragondahalli,
3524,33,Sindgi,5795,INDI,557,530,VIJAYAPURA,216593,TAMBA,460,28,Vijayapura,KARNATAKA,05450,5450,Indi,599291,599291,Wade,
3596,193,Shravanabelagola,5850,CHANNARAYAPATNA,574,539,HASSAN,218358,NALLUR,469,19,Hassan,KARNATAKA,05560,5560,Channarayapatna,617183,617183,Chikkaganni,
3665,124,Mudigere,5805,MUDIGERE,570,532,CHIKKAMAGALURU,216924,HALEMUDIGERE,478,18,Udupi Chikkamagaluru,KARNATAKA,05531,5531,Mudigere,609992,609992,Halase,
3588,41,Sedam,5838,CHINCHOLI,579,538,KALABURAGI,217939,KARCHKHED,468,2,Kalaburagi,KARNATAKA,05583,5583,Chincholi,620453,620453,Iragpalli,
3591,195,Belur,5849,BELUR,574,539,HASSAN,218318,NARAYANAPURA,469,19,Hassan,KARNATAKA,05554,5554,Belur,615203,615203,Kelahalli,
3514,49,Bidar South,5791,BIDAR,558,529,BIDAR,216429,RANJOLKHENI,459,1,Bidar,KARNATAKA,05457,5457,Bidar,600219,600219,Hochaknalli,
3515,42,Chincholi,5839,CHITAPUR,579,538,KALABURAGI,217973,KALGI,459,1,Bidar,KARNATAKA,05585,5585,Chittapur,620605,620605,Kalgi,
3606,143,Chintamani,5867,CHINTAMANI,582,630,CHIKKABALLAPURA,218874,SANTEKALLA HALLI,471,10,Kolar,KARNATAKA,05600,5600,Chintamani,000000,925619,SURAPPANAHALLI,
3595,199,Sakleshpur,5851,HASSAN,574,539,HASSAN,218369,ANKAPURA,469,19,Hassan,KARNATAKA,05556,5556,Hassan,616139,616139,Maranayakanahalli,
3590,194,Arsikere,5848,ARSIKERE,574,539,HASSAN,218256,GANDASI,469,19,Hassan,KARNATAKA,05555,5555,Arsikere,615789,615789,Mangalapura,
3592,196,Hassan,5851,HASSAN,574,539,HASSAN,218373,BYLAHALLI,469,19,Hassan,KARNATAKA,05556,5556,Hassan,615857,615857,Dassur,
3522,26,Muddebihal,5796,MUDDEBIHAL,557,530,VIJAYAPURA,216603,BIDARAKUNDI,460,28,Vijayapura,KARNATAKA,05453,5453,Muddebihal,599650,599650,Gonal S.Hirur,
3660,130,Turuvekere,5906,GUBBI,571,548,TUMAKURU,220137,HINDSAGERE,477,8,Tumakuru,KARNATAKA,05538,5538,Gubbi,611915,611915,Kenchaviranahalli,
3469,152,Byatarayanapura,5761,BENGALURU NORTH,572,525,BENGALURU URBAN,215347,BANDIKODAGEHALLI,454,12,Bengaluru North,KARNATAKA,05542,5542,Bengaluru North,612903,612903,Mylanahalli,
3476,153,Yeshvanthapura,5762,BENGALURU SOUTH,572,525,BENGALURU URBAN,215383,KAGGLIPURA,454,12,Bengaluru North,KARNATAKA,05543,5543,Bengaluru South,000000,924186,GANDHINAGARA,
3516,48,Homnabad,5792,HUMNABAD,558,529,BIDAR,216436,BELKERA,459,1,Bidar,KARNATAKA,05458,5458,Homnabad,600313,600313,Shamtabad,
3608,146,Kolar gold field,5865,BANGARAPET,581,542,KOLAR,218810,KYSAMBALLI,471,10,Kolar,KARNATAKA,00000,7002,K G F,622815,622815,Karadiganahalli,
3521,32,Indi,5795,INDI,557,530,VIJAYAPURA,216557,ATHARGA,460,28,Vijayapura,KARNATAKA,05450,5450,Indi,599242,599242,Atharga,
3506,96,Kudligi,5785,KUDLIGI,565,528,BALLARI,216220,CHOUDAPUR,458,5,Ballari,KARNATAKA,05502,5502,Kudligi,000000,924326,KYASINAKERI GOLLARAHATTI,
3516,48,Homnabad,5792,HUMNABAD,558,529,BIDAR,216452,KODAMBAL,459,1,Bidar,KARNATAKA,05458,5458,Homnabad,600320,600320,Kodambal,
3642,37,Shahapur,5844,SHORAPUR,580,635,YADGIR,218140,KARADKALL,475,3,Raichur,KARNATAKA,05587,5587,Shorapur,620906,620906,Nadkoor,
3623,187,Maddur,5880,MADDUR,573,544,MANDYA,219257,K. BELLUR,473,14,Mandya,KARNATAKA,05551,5551,Maddur,614611,614611,Hulikere,
3655,134,Koratagere,5909,MADHUGIRI,571,548,TUMAKURU,220241,KODLAPURA,477,8,Tumakuru,KARNATAKA,05535,5535,Madhugiri,610946,610946,Veeranagenahalli,
3504,89,Hagaribommanahalli,5783,HAGARIBOMMANAHALLI,565,528,BALLARI,216184,KOGALI,458,5,Ballari,KARNATAKA,05497,5497,Hagaribommanahalli,604692,604692,K. KODIHALLIi,
3665,124,Mudigere,5802,CHIKKAMAGALURU,570,532,CHIKKAMAGALURU,216831,THALIHALLA,478,18,Udupi Chikkamagaluru,KARNATAKA,05530,5530,Chikkamagaluru,609815,609815,Channagondanahalli,
3504,89,Hagaribommanahalli,5785,KUDLIGI,565,528,BALLARI,216221,DUPADAHALLI,458,5,Ballari,KARNATAKA,05502,5502,Kudligi,605053,605053,GOLLARAHATTYY,
3610,145,Mulbagal,5872,MULBAGAL,581,542,KOLAR,219016,URUKUNTEMITTUR,471,10,Kolar,KARNATAKA,05594,5594,Mulbagal,622948,622948,Oorakuntemittur,
3638,57,Lingsugur,5894,LINGSUGUR,559,546,RAICHUR,219710,GUNTAGOL,475,3,Raichur,KARNATAKA,05459,5459,Lingsugur,600446,600446,Yaragudi,
3650,111,Shivamogga Rural,5898,BHADRAVATI,568,547,SHIVAMOGGA,219865,NIMBEGONDI,476,21,Shivamogga,KARNATAKA,05521,5521,Bhadravati,608521,608521,Vaderapura,
3641,53,Raichur Rural,5896,RAICHUR,559,546,RAICHUR,219775,CHICKSUGUR,475,3,Raichur,KARNATAKA,05461,5461,Raichur,600778,600778,Yegnur,
3665,124,Mudigere,5802,CHIKKAMAGALURU,570,532,CHIKKAMAGALURU,216827,MUGULAVALLI,478,18,Udupi Chikkamagaluru,KARNATAKA,05530,5530,Chikkamagaluru,609871,609871,Magadi,
3593,197,Holenarasipur,5851,HASSAN,574,539,HASSAN,218367,A.HOSAHALLI,469,19,Hassan,KARNATAKA,05556,5556,Hassan,615999,615999,Rudradevarahalli,
3626,188,Melukote,5882,MANDYA,573,544,MANDYA,219328,CHANDAGALU,473,14,Mandya,KARNATAKA,05550,5550,Mandya,614331,614331,Chandagalu,
3606,143,Chintamani,5867,CHINTAMANI,582,630,CHIKKABALLAPURA,218847,BATLAHALLI,471,10,Kolar,KARNATAKA,05600,5600,Chintamani,624386,624386,Bodampalli,
3524,33,Sindgi,5795,INDI,557,530,VIJAYAPURA,216593,TAMBA,460,28,Vijayapura,KARNATAKA,05450,5450,Indi,599292,599292,Bhanthanal,
3593,197,Holenarasipur,5852,HOLENARSIPUR,574,539,HASSAN,218416,HANGARAHALLI,469,19,Hassan,KARNATAKA,05559,5559,Hole Narsipur,616793,616793,Basavanayakanahalli,
3642,37,Shahapur,5843,SHAHAPUR,580,635,YADGIR,218109,NAGANATAGI,475,3,Raichur,KARNATAKA,05588,5588,Shahpur,621128,621128,Dariyapur,
3605,147,Bangarapet,5865,BANGARAPET,581,542,KOLAR,218821,THOPPANAHALLI,471,10,Kolar,KARNATAKA,05593,5593,Bangarapet,622621,622621,Arimanahalli,
3501,93,Ballari,5781,BALLARI,565,528,BALLARI,216128,P.D.HALLI,458,5,Ballari,KARNATAKA,05500,5500,Ballari,604943,604943,Yalpi Kaggalu,
3617,59,Maski,5894,LINGSUGUR,559,546,RAICHUR,219701,ANKUSHADODDI,472,4,Koppal,KARNATAKA,05459,5459,Lingsugur,600443,600443,Sanbal,
3542,2,Chikkodi-Sadalga,5774,CHIKODI,555,527,BELAGAVI,215824,NANADI,463,26,Chikkodi,KARNATAKA,05433,5433,Chikodi,597173,597173,Nanadi,
3511,47,Basavakalyan,5789,BASAVAKALYAN,558,529,BIDAR,216353,MIRKAL,459,1,Bidar,KARNATAKA,05454,5454,Basavakalyan,000000,923685,AMBE WADI,
3650,111,Shivamogga Rural,5902,SHIVAMOGGA,568,547,SHIVAMOGGA,220016,THAMMADIHALLI,476,21,Shivamogga,KARNATAKA,05520,5520,Shivamogga,608386,608386,Gavate Thevaru,
3516,48,Homnabad,5792,HUMNABAD,558,529,BIDAR,216439,CHANDANHALLI,459,1,Bidar,KARNATAKA,05458,5458,Homnabad,600267,600267,Sonkhera,
3586,39,Gurmitkal,5845,YADGIR,580,635,YADGIR,218174,GAJARKOT,468,2,Kalaburagi,KARNATAKA,05589,5589,Yadgir,621259,621259,Gajarkot,
3617,59,Maski,5895,MANVI,559,546,RAICHUR,219746,HALAPUR,472,4,Koppal,KARNATAKA,05462,5462,Manvi,600907,600907,Jangamarhalli,
3590,194,Arsikere,5848,ARSIKERE,574,539,HASSAN,218246,ARAKERE,469,19,Hassan,KARNATAKA,05555,5555,Arsikere,615498,615498,Bommenahalli,
3606,143,Chintamani,5867,CHINTAMANI,582,630,CHIKKABALLAPURA,218872,PERUMACHANA HALLI,471,10,Kolar,KARNATAKA,05600,5600,Chintamani,624594,624594,Nagadenahalli,
3549,98,Challakere,5810,CHITRADURGA,566,533,CHITRADURGA,217055,BELAGHATTA,464,7,Chitradurga,KARNATAKA,05505,5505,Chitradurga,000000,927158,SULAPAPAIYANAHATTI,
3612,144,Srinivaspur,5874,SRINIVASPUR,581,542,KOLAR,219065,RONUR,471,10,Kolar,KARNATAKA,05590,5590,Srinivaspur,621577,621577,Seegahalli,
3656,138,Madhugiri,5909,MADHUGIRI,571,548,TUMAKURU,220229,DODDAYALKURU,477,8,Tumakuru,KARNATAKA,05535,5535,Madhugiri,610896,610896,Doddayalkur,
3507,95,Sandur,5786,SANDUR,565,528,BALLARI,216258,METRIKI,458,5,Ballari,KARNATAKA,05501,5501,Sandur,605040,605040,Metriki,
3642,37,Shahapur,5844,SHORAPUR,580,635,YADGIR,218161,YEVOOR,475,3,Raichur,KARNATAKA,05587,5587,Shorapur,620880,620880,Yevor,
3515,42,Chincholi,5839,CHITAPUR,579,538,KALABURAGI,217989,TENGLI,459,1,Bidar,KARNATAKA,05585,5585,Chittapur,620609,620609,Arjamga,
3656,138,Madhugiri,5909,MADHUGIRI,571,548,TUMAKURU,220247,NERELEKERE,477,8,Tumakuru,KARNATAKA,05535,5535,Madhugiri,610709,610709,K.Appenahalli,
3513,50,Bidar,5791,BIDAR,558,529,BIDAR,216416,GADGI,459,1,Bidar,KARNATAKA,05457,5457,Bidar,600160,600160,Gadgi,
3593,197,Holenarasipur,5850,CHANNARAYAPATNA,574,539,HASSAN,218331,BALADARE,469,19,Hassan,KARNATAKA,05560,5560,Channarayapatna,617066,617066,Muddanahalli,
3606,143,Chintamani,5867,CHINTAMANI,582,630,CHIKKABALLAPURA,218873,RAGUTTAHALLI,471,10,Kolar,KARNATAKA,05600,5600,Chintamani,624398,624398,KONAPPALLY,
3592,196,Hassan,5851,HASSAN,574,539,HASSAN,218373,BYLAHALLI,469,19,Hassan,KARNATAKA,05556,5556,Hassan,615847,615847,Gundasettihalli,
3509,46,Aland,5837,ALAND,579,538,KALABURAGI,217899,HODLOOR,459,1,Bidar,KARNATAKA,05580,5580,Aland,619963,619963,Nandgur,
3528,213,Heggadadevankote,5886,HEGGADADEVANKOTE,577,545,MYSURU,219455,KANCHAMALLI,461,15,Chamarajanagar,KARNATAKA,05573,5573,Heggadadevankote,618962,618962,Hirenandi,
3630,215,Chamundeshwari,5889,MYSURU,577,545,MYSURU,219558,SRIRAMPURA,474,16,Mysuru,KARNATAKA,05572,5572,Mysuru,618738,618738,Gurur,
3607,148,Kolar,5870,KOLAR,581,542,KOLAR,218949,SEETI,471,10,Kolar,KARNATAKA,05591,5591,Kolar,621777,621777,Chanjimale,
3530,214,Nanjangud,5890,NANJANGUD,577,545,MYSURU,219590,KASUVINAHALLI,461,15,Chamarajanagar,KARNATAKA,05574,5574,Nanjangud,619271,619271,Kugalur,
3476,153,Yeshvanthapura,5762,BENGALURU SOUTH,572,525,BENGALURU URBAN,215385,KUMBALAGODU,454,12,Bengaluru North,KARNATAKA,05543,5543,Bengaluru South,613020,613020,Kaniminike,
3593,197,Holenarasipur,5851,HASSAN,574,539,HASSAN,218401,SHANTIGRAMA,469,19,Hassan,KARNATAKA,05556,5556,Hassan,616203,616203,Mallanayakanahalli,
3510,52,Aurad,5788,AURAD,558,529,BIDAR,216306,DHUPATMAGAON,459,1,Bidar,KARNATAKA,05456,5456,Aurad,600040,600040,Manganpur,
3656,138,Madhugiri,5909,MADHUGIRI,571,548,TUMAKURU,220225,CHINAKAVAJRA,477,8,Tumakuru,KARNATAKA,05535,5535,Madhugiri,610851,610851,Harihararoppa,
3514,49,Bidar South,5792,HUMNABAD,558,529,BIDAR,216436,BELKERA,459,1,Bidar,KARNATAKA,05458,5458,Homnabad,600322,600322,Belkera,
3453,23,Badami,5753,BADAMI,556,524,BAGALKOTE,215152,FAKIRBHUDIHAL,452,27,Bagalkot,KARNATAKA,05446,5446,Badami,598644,598644,Narenur,
3590,194,Arsikere,5848,ARSIKERE,574,539,HASSAN,218285,SHANEGERE,469,19,Hassan,KARNATAKA,05555,5555,Arsikere,615602,615602,Shankaranahalli (Garudana Giri),
3531,220,T.narasipur,5892,TIRUMAKUDAL-NARSIPUR,577,545,MYSURU,219642,CHIDARAVALLI,461,15,Chamarajanagar,KARNATAKA,05575,5575,Tirumakudal - Narsipur,619345,619345,S.Doddapura,
3581,34,Afzalpur,5836,AFZALPUR,579,538,KALABURAGI,217877,HASARAGUNDAGI,468,2,Kalaburagi,KARNATAKA,05581,5581,Afzalpur,620176,620176,Umerga,
3626,188,Melukote,5882,MANDYA,573,544,MANDYA,219352,MUDAGANDUR,473,14,Mandya,KARNATAKA,05550,5550,Mandya,614402,614402,Bettahalli,
3595,199,Sakleshpur,5853,SAKALESHPUR,574,539,HASSAN,218457,VANAGOOR,469,19,Hassan,KARNATAKA,05553,5553,Sakleshpur,615007,615007,Maragathur,
3644,38,Yadgir,5843,SHAHAPUR,580,635,YADGIR,218103,KHANAPUR,475,3,Raichur,KARNATAKA,05588,5588,Shahpur,621148,621148,Khanapur,
3656,138,Madhugiri,5909,MADHUGIRI,571,548,TUMAKURU,220223,CHIKKADAALAVATTA,477,8,Tumakuru,KARNATAKA,05535,5535,Madhugiri,610876,610876,Shanaganahalli,
3619,92,Siruguppa,5787,SIRUGUPPA,565,528,BALLARI,216272,BOGGUR,472,4,Koppal,KARNATAKA,05499,5499,Siruguppa,604806,604806,Boggur,
3605,147,Bangarapet,5865,BANGARAPET,581,542,KOLAR,218821,THOPPANAHALLI,471,10,Kolar,KARNATAKA,05593,5593,Bangarapet,622637,622637,Bandarlahalli,
3531,220,T.narasipur,5892,TIRUMAKUDAL-NARSIPUR,577,545,MYSURU,219636,ANKANAHALLI,461,15,Chamarajanagar,KARNATAKA,05575,5575,Tirumakudal - Narsipur,619317,619317,Menasikyathanahalli,
3608,146,Kolar gold field,7363,K G F,581,542,KOLAR,218816,RAMASAGARA,471,10,Kolar,KARNATAKA,00000,7002,K G F,622727,622727,Koolur,
3623,187,Maddur,5880,MADDUR,573,544,MANDYA,219255,HUTHAGERE,473,14,Mandya,KARNATAKA,05551,5551,Maddur,000000,926915,APPEGOWDANADODDI,
3666,123,Sringeri,5804,KOPPA,570,532,CHIKKAMAGALURU,216912,NUGGI (BAPPUNJI),478,18,Udupi Chikkamagaluru,KARNATAKA,05526,5526,Koppa,609020,609020,Hosuru,
3617,59,Maski,5895,MANVI,559,546,RAICHUR,219746,HALAPUR,472,4,Koppal,KARNATAKA,05462,5462,Manvi,600915,600915,Kabberhal,
3453,23,Badami,5753,BADAMI,556,524,BAGALKOTE,215165,KELAVADI,452,27,Bagalkot,KARNATAKA,05446,5446,Badami,598666,598666,Timasagar,
3514,49,Bidar South,5792,HUMNABAD,558,529,BIDAR,216468,UDBANALLI,459,1,Bidar,KARNATAKA,05458,5458,Homnabad,600339,600339,Karpakpalli,
3606,143,Chintamani,5867,CHINTAMANI,582,630,CHIKKABALLAPURA,218872,PERUMACHANA HALLI,471,10,Kolar,KARNATAKA,05600,5600,Chintamani,624595,624595,Kendanahalli,
3522,26,Muddebihal,5796,MUDDEBIHAL,557,530,VIJAYAPURA,216612,KAVADIMATTI,460,28,Vijayapura,KARNATAKA,05453,5453,Muddebihal,599656,599656,Sarur,
3654,135,Gubbi,5906,GUBBI,571,548,TUMAKURU,220134,G.HOSAHALLI,477,8,Tumakuru,KARNATAKA,05538,5538,Gubbi,611852,611852,Gopalapura,
3665,124,Mudigere,5802,CHIKKAMAGALURU,570,532,CHIKKAMAGALURU,216800,BYGURU,478,18,Udupi Chikkamagaluru,KARNATAKA,05530,5530,Chikkamagaluru,609774,609774,Devarahalli,
3612,144,Srinivaspur,5874,SRINIVASPUR,581,542,KOLAR,219058,MASTENAHALLI,471,10,Kolar,KARNATAKA,05590,5590,Srinivaspur,621680,621680,Gandlahalli,
3556,136,Sira,5911,SIRA,571,548,TUMAKURU,220294,CHINNENAHALLI,464,7,Chitradurga,KARNATAKA,05533,5533,Sira,610501,610501,Javanahalli,
3453,23,Badami,5753,BADAMI,556,524,BAGALKOTE,215159,HULLIKERI,452,27,Bagalkot,KARNATAKA,05446,5446,Badami,598648,598648,Yankanchi,
3528,213,Heggadadevankote,5886,HEGGADADEVANKOTE,577,545,MYSURU,219463,NAGANAHALLI,461,15,Chamarajanagar,KARNATAKA,05573,5573,Heggadadevankote,618894,618894,Kollegowdanahalli,
3639,55,Manvi,5895,MANVI,559,546,RAICHUR,219749,HIREHANAGI,475,3,Raichur,KARNATAKA,05462,5462,Manvi,600942,600942,Hire Hanagi,
3540,150,Yelahanka,5761,BENGALURU NORTH,572,525,BENGALURU URBAN,215345,AREKERE,462,9,Chikkballapur,KARNATAKA,05542,5542,Bengaluru North,612930,612930,Marasandra,
3523,31,Nagthan,5795,INDI,557,530,VIJAYAPURA,216567,DHULKHED,460,28,Vijayapura,KARNATAKA,05450,5450,Indi,599183,599183,Shiragur Khalasa,
3505,91,Kampli,5781,BALLARI,565,528,BALLARI,216116,KALLUKAMBA,458,5,Ballari,KARNATAKA,05500,5500,Ballari,604869,604869,Lakshmipura,
3652,114,Tirthahalli,5899,HOSANAGARA,568,547,SHIVAMOGGA,219899,SONALE,476,21,Shivamogga,KARNATAKA,05518,5518,Hosanagara,607980,607980,Iragodu,
3594,127,Kadur,5803,KADUR,570,532,CHIKKAMAGALURU,216860,JODITHIMMAPURA,469,19,Hassan,KARNATAKA,05529,5529,Kadur,609357,609357,Inglaranahalli,
3501,93,Ballari,5781,BALLARI,565,528,BALLARI,216119,KOLAGALLU,458,5,Ballari,KARNATAKA,05500,5500,Ballari,604922,604922,Kolagallu,
3607,148,Kolar,5870,KOLAR,581,542,KOLAR,218953,SULUR,471,10,Kolar,KARNATAKA,05591,5591,Kolar,621845,621845,Garudanahalli,
3556,136,Sira,5911,SIRA,571,548,TUMAKURU,220308,LAKSHMISAGARA,464,7,Chitradurga,KARNATAKA,05533,5533,Sira,610355,610355,Dwaralu,
3659,133,Tumakuru Rural,5913,TUMAKURU,571,548,TUMAKURU,220386,SITAKALLU,477,8,Tumakuru,KARNATAKA,05537,5537,Tumakuru,611409,611409,Hikkal,
